,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,laptime
104,10.389235,2.237229,0.099306,-0.091873,0.354130,-3.747979,1.394255,-6.053944,0.000000
105,10.489132,2.254728,0.088573,-0.109274,0.421219,-4.037106,0.332948,-5.403642,0.000000
106,10.589028,2.274788,0.076404,-0.120365,0.436756,-4.294929,0.310441,-5.781678,0.000000
107,10.688925,2.297159,0.063381,-0.126806,0.449863,-4.568964,0.219911,-2.182626,0.000000
108,10.788821,2.323710,0.050018,-0.128236,0.455484,-4.675570,-3.086026,-1.511621,0.000000
109,10.888718,2.343420,0.036745,-0.124537,0.310622,-4.746888,-4.309997,4.417075,0.000000
110,10.988614,2.353396,0.024144,-0.115656,0.113929,-4.552522,2.142759,-3.098393,0.000000
111,11.088511,2.360526,0.012961,-0.104339,0.193097,-4.686998,-1.383074,-1.041473,0.000000
112,11.188407,2.367029,0.002930,-0.093429,0.119543,-4.732500,-1.095994,-0.396998,0.000000
113,11.288304,2.370074,-0.005641,-0.082283,0.061858,-4.748648,-1.959327,-0.192109,0.000000
114,11.388200,2.369625,-0.013254,-0.071230,-0.026991,-4.754776,0.439853,1.339722,0.000000
115,11.488097,2.367410,-0.019842,-0.060179,-0.010320,-4.695596,-1.543787,0.611985,0.000000
116,11.587993,2.363853,-0.025077,-0.048584,-0.078612,-4.666358,-2.198137,0.335428,0.000000
117,11.687890,2.356187,-0.029131,-0.036414,-0.177448,-4.646562,-0.400079,0.794124,0.000000
118,11.787786,2.344060,-0.032047,-0.023256,-0.210647,-4.604416,-0.781215,1.869014,0.000000
119,11.887683,2.332594,-0.033427,-0.008246,-0.251554,-4.517843,-2.007653,2.719758,0.000000
120,11.987579,2.320134,-0.033230,0.008991,-0.338856,-4.397228,-1.692134,1.378858,0.000000
121,12.087476,2.303693,-0.031567,0.026635,-0.411975,-4.333124,1.205897,2.549458,0.000000
122,12.187372,2.286411,-0.028412,0.042888,-0.362460,-4.219112,-2.369728,-0.387315,0.000000
123,12.287269,2.267876,-0.023979,0.056548,-0.464591,-4.230154,4.227413,1.163171,0.000000
124,12.387165,2.250955,-0.018204,0.065257,-0.279812,-4.175348,1.445104,1.422927,0.000000
125,12.487062,2.240349,-0.011585,0.070641,-0.212378,-4.109569,0.479839,1.082643,0.000000
126,12.586958,2.231720,-0.004534,0.072589,-0.185219,-4.059304,-0.040254,2.219515,0.000000
127,12.686855,2.223714,0.002736,0.071122,-0.180597,-3.958429,0.209667,1.277929,0.000000
128,12.786751,2.215349,0.010037,0.066611,-0.165357,-3.899421,1.373778,1.071280,0.000000
129,12.886648,2.209391,0.016527,0.059115,-0.098689,-3.849642,1.227294,5.152834,0.000000
130,12.986544,2.205928,0.022020,0.050997,-0.039879,-3.611426,1.015291,2.072196,0.000000
131,13.086441,2.204915,0.026501,0.042747,0.007644,-3.515590,0.300562,2.503255,0.000000
132,13.186337,2.205418,0.029825,0.032858,0.022098,-3.400423,0.225517,3.625394,0.000000
133,13.286234,2.206685,0.032347,0.021898,0.032433,-3.234151,0.266809,4.762596,0.000000
134,13.386130,2.208692,0.033711,0.010500,0.044146,-3.016187,0.487964,6.027120,0.000000
135,13.486027,2.211609,0.033967,-0.001254,0.065391,-2.741112,-1.033366,7.336254,0.000000
136,13.585923,2.213063,0.032990,-0.013644,0.019421,-2.407142,-2.066503,8.698064,0.000000
137,13.685820,2.211190,0.030648,-0.026871,-0.071257,-2.011695,-1.331434,10.146088,0.000000
138,13.785716,2.206156,0.027169,-0.040526,-0.127768,-1.550202,-1.829779,11.465045,0.000000
139,13.885613,2.198461,0.022376,-0.054257,-0.207136,-1.027832,-1.894832,12.160679,0.000000
140,13.985509,2.187710,0.015875,-0.068097,-0.290061,-0.471472,-1.477576,11.182511,0.000000
141,14.085406,2.174521,0.007972,-0.081513,-0.355398,0.046399,-1.518751,6.562053,0.000000
142,14.185302,2.159943,-0.000887,-0.093846,-0.422737,0.366354,-1.056394,7.600677,0.000000
143,14.285199,2.145853,-0.010747,-0.102844,-0.474203,0.731715,-1.745302,8.134496,0.000000
144,14.385095,2.125763,-0.021248,-0.104578,-0.557352,1.128141,-2.336742,6.939330,0.000000
145,14.484992,2.099579,-0.031404,-0.096711,-0.668097,1.477585,-2.516751,5.466415,0.000000
146,14.584888,2.066946,-0.040326,-0.078696,-0.787925,1.765533,-2.386189,4.002755,0.000000
147,14.684785,2.027851,-0.046848,-0.050733,-0.902819,1.987982,-1.913632,2.714025,0.000000
148,14.784681,1.982705,-0.049833,-0.013977,-0.996936,2.149409,-1.174907,1.634774,0.000000
149,14.884578,1.932375,-0.048863,0.028690,-1.057363,2.257479,-0.308226,0.859225,0.000000
150,14.984474,1.878066,-0.043634,0.073023,-1.076740,2.325250,0.379489,0.631122,0.000000
151,15.084371,1.821123,-0.034000,0.114952,-1.062406,2.379802,2.305691,-1.590902,0.000000
152,15.184267,1.767581,-0.020401,0.149353,-0.940803,2.308949,2.425753,-4.100140,0.000000
153,15.284163,1.720199,-0.004161,0.168378,-0.807917,2.090126,4.461496,-1.973473,0.000000
154,15.384060,1.683399,0.012912,0.168102,-0.555221,1.991787,4.212398,3.629228,0.000000
155,15.483956,1.660149,0.028691,0.153949,-0.322605,2.216844,5.418258,0.447002,0.000000
156,15.583853,1.649002,0.042756,0.129403,-0.025755,2.252990,6.410355,-2.330213,0.000000
157,15.683749,1.657224,0.053160,0.091150,0.320712,2.126296,0.043966,2.474497,0.000000
158,15.783646,1.674008,0.059695,0.044243,0.301582,2.258696,1.209254,0.459799,0.000000
159,15.883542,1.691634,0.061676,-0.004718,0.344245,2.277737,6.720992,0.712156,0.000000
160,15.983439,1.718375,0.058956,-0.054186,0.686919,2.304879,-2.281981,3.828339,0.000000
161,16.083335,1.748319,0.051542,-0.099028,0.544200,2.498774,-9.099680,3.274537,0.000000
162,16.183232,1.760564,0.040565,-0.131473,0.029371,2.662240,13.740634,2.026568,0.000000
163,16.283128,1.779522,0.027116,-0.146796,0.777402,2.754738,5.587985,1.699346,0.000000
164,16.383025,1.825886,0.012691,-0.146346,1.074021,2.843338,0.151526,6.619192,0.000000
165,16.482921,1.878566,-0.001151,-0.130286,1.062696,3.167399,-1.955060,3.900373,0.000000
166,16.582818,1.926712,-0.012855,-0.102133,0.948453,3.352732,-1.301908,3.415938,0.000000
167,16.682714,1.969253,-0.021502,-0.069481,0.875997,3.511923,-0.291762,3.069641,0.000000
168,16.782611,2.009172,-0.027117,-0.038726,0.859472,3.652642,-0.116170,3.072022,0.000000
169,16.882507,2.048366,-0.030006,-0.014883,0.853220,3.793244,-0.761616,2.798048,0.000000
170,16.982404,2.086441,-0.030904,-0.000664,0.815445,3.920290,-3.256592,-0.189969,0.000000
171,17.082300,2.119871,-0.030772,0.001928,0.657770,3.903504,-4.501339,0.952353,0.000000
172,17.182197,2.145148,-0.031200,-0.006115,0.455436,3.944873,-2.163121,2.317610,0.000000
173,17.282093,2.163669,-0.032353,-0.020161,0.355780,4.052210,-0.917638,0.666324,0.000000
174,17.381990,2.178795,-0.035359,-0.037397,0.310726,4.081384,-0.539693,0.513154,0.000000
175,17.481886,2.192083,-0.040497,-0.055816,0.284553,4.102737,0.267713,-0.019388,0.000000
176,17.581783,2.205233,-0.047185,-0.072221,0.296864,4.098410,0.568361,-0.405131,0.000000
177,17.681679,2.219470,-0.055399,-0.083812,0.323550,4.075402,0.689908,-0.933376,0.000000
178,17.781576,2.235222,-0.064724,-0.088571,0.356118,4.027354,0.558284,-1.814104,0.000000
179,17.881472,2.252371,-0.074006,-0.084555,0.382459,3.938394,0.004099,-3.235165,0.000000
180,17.981369,2.270026,-0.081970,-0.070385,0.382923,3.785027,-0.889828,-5.152434,0.000000
181,18.081265,2.286555,-0.088043,-0.046065,0.342700,3.547498,-1.180922,-6.657690,0.000000
182,18.181162,2.300777,-0.091021,-0.012688,0.290385,3.248014,-1.538688,-8.243824,0.000000
183,18.281058,2.312164,-0.090181,0.027579,0.223296,2.885010,-1.964819,-9.833678,0.000000
184,18.380955,2.320024,-0.085271,0.071141,0.138356,2.458608,-0.828581,-11.013697,0.000000
185,18.480851,2.324846,-0.076098,0.113861,0.102324,1.984614,-1.007020,-11.681674,0.000000
186,18.580748,2.328183,-0.062776,0.152217,0.058039,1.482179,-1.184895,-11.683026,0.000000
187,18.680644,2.329582,-0.045876,0.183812,0.005643,0.977670,-1.119499,-10.736294,0.000000
188,18.780541,2.328947,-0.026063,0.207513,-0.044298,0.510796,-0.917475,-8.406601,0.000000
