,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,laptime
222,44.357612,3.993267,0.313174,0.352230,-2.050054,-2.463256,-2.359705,-11.003547,15.435434
223,44.557421,3.884538,0.378103,0.294683,-2.171602,-3.030049,-1.612610,-10.845536,15.435434
224,44.757230,3.771652,0.428182,0.223171,-2.253872,-3.583351,-0.733293,-10.257919,15.435434
225,44.957039,3.652776,0.464086,0.148587,-2.292222,-4.119819,0.200066,-9.487494,15.435434
226,45.156848,3.528554,0.485426,0.069741,-2.281354,-4.635198,1.158027,-8.673096,15.435434
227,45.356657,3.401773,0.490597,-0.019083,-2.216065,-5.124180,2.126025,-7.813936,15.435434
228,45.556466,3.276033,0.476975,-0.124056,-2.091959,-5.580316,3.019257,-6.669146,15.435434
229,45.756275,3.152573,0.440678,-0.245682,-1.905459,-5.992271,3.658923,-4.952240,15.435434
230,45.956084,3.030755,0.375717,-0.378826,-1.655093,-6.331133,3.901952,-2.785509,15.435434
231,46.155893,2.912234,0.274169,-0.514531,-1.347001,-6.551072,3.727520,-0.383174,15.435434
232,46.355703,2.805007,0.132270,-0.632722,-1.007499,-6.585972,3.219069,2.355036,15.435434
233,46.555512,2.723363,-0.031754,-0.693774,-0.699583,-6.360703,2.600093,1.867178,15.435434
234,46.755321,2.673603,-0.176342,-0.668989,-0.480251,-6.203197,2.587266,1.220550,15.435434
235,46.955130,2.647561,-0.279245,-0.571979,-0.309667,-6.122723,2.995952,0.655912,15.435434
236,47.154939,2.635683,-0.344272,-0.427726,-0.157276,-6.089360,3.692634,0.013994,15.435434
237,47.354748,2.632335,-0.381484,-0.258846,-0.003444,-6.088777,4.225310,-0.364503,15.435434
238,47.554557,2.635197,-0.398452,-0.084606,0.155568,-6.102494,4.697707,-2.050339,15.435434
239,47.754366,2.643804,-0.398112,0.095186,0.324153,-6.176074,4.964521,-1.628571,15.435434
240,47.954175,2.658931,-0.380005,0.278493,0.505241,-6.235479,4.784471,-2.672847,15.435434
241,48.153984,2.685201,-0.339154,0.431071,0.711776,-6.350860,4.479057,-2.361923,15.435434
242,48.353793,2.731301,-0.269773,0.519706,0.958951,-6.481202,4.789867,-2.904184,15.435434
243,48.553602,2.805385,-0.175628,0.550576,1.276443,-6.673703,4.872667,-0.172842,15.435434
244,48.753411,2.912727,-0.065716,0.541889,1.635663,-6.686445,4.555287,2.409683,15.435434
245,48.953220,3.051595,0.048032,0.492660,1.985086,-6.501605,4.065890,4.608322,15.435434
246,49.153029,3.208324,0.148839,0.412901,2.283648,-6.163212,3.378678,6.570526,15.435434
247,49.352838,3.369715,0.228768,0.326154,2.511100,-5.720884,2.472754,8.178312,15.435434
248,49.552648,3.529294,0.288574,0.244904,2.663611,-5.216476,1.438875,9.374010,15.435434
249,49.752457,3.683564,0.330970,0.171233,2.745683,-4.681792,0.369740,10.148076,15.435434
250,49.952266,3.830470,0.358401,0.104482,2.765395,-4.140768,-0.662352,10.429805,15.435434
251,50.152075,3.969845,0.373167,0.046930,2.731808,-3.611897,-1.588232,10.247143,15.435434
252,50.351884,4.102249,0.377804,0.002224,2.653714,-3.108041,-2.381808,9.907436,15.435434
253,50.551693,4.227263,0.374893,-0.029066,2.539032,-2.631004,-3.057518,9.559478,15.435434
254,50.751502,4.343649,0.366797,-0.049532,2.394781,-2.179998,-3.638579,9.257154,15.435434
255,50.951311,4.449971,0.355259,-0.064131,2.227387,-1.754119,0.000000,0.000000,15.435434
