s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
38.088982,2.894926,1.630084,0.030163,1.463797,0.004165,9e-05,0.575791,-0.016379,-0.000178,-0.446947,0.446947,-0.002576,-0.016327,0.575787
38.243146,2.903847,1.783988,0.029536,1.552563,0.00164,6.2e-05,-0.539898,0.045429,0.000347,-0.474735,0.474735,0.001232,0.045395,-0.539901
38.376838,2.892568,1.917204,0.029329,1.480383,0.007713,0.000109,-0.070555,-0.057576,-0.00084,-0.487186,0.487186,-0.000296,-0.057583,-0.070546
38.518526,2.901035,2.058634,0.028252,1.470386,-0.000444,-1e-05,0.344343,0.021934,0.000948,-0.464492,0.464492,0.001101,0.02193,0.344343
38.659453,2.907602,2.199409,0.028313,1.518914,0.002647,0.000123,1.702325,0.28526,0.031316,-0.434946,0.434946,0.026811,0.28547,1.702284
38.746113,2.900152,2.285748,0.028101,1.666437,0.027367,0.002837,0.286734,-0.15179,-0.025127,-0.40153,0.40153,-0.032973,-0.150976,0.287056
38.855813,2.874712,2.39241,0.024944,1.697892,0.010716,8.1e-05,3.747395,0.346999,0.072727,-0.378054,0.378054,0.03257,0.347301,3.747152
38.941412,2.862631,2.477146,0.024021,2.018664,0.040419,0.006306,-2.319367,-0.772976,-0.092053,-0.397796,0.397796,0.001667,-0.787575,-2.312552
39.0121,2.819921,2.533397,0.021084,1.854712,-0.014222,-0.000201,1.626478,0.439567,0.015574,-0.387033,0.387033,0.038705,0.43924,1.626402
39.085172,2.797597,2.602966,0.022133,1.973562,0.017898,0.000937,0.002691,-0.484729,-0.018227,-0.399915,0.399915,-0.018275,-0.484726,0.003145
39.166684,2.759233,2.674872,0.020641,1.973781,-0.021613,-0.000549,-1.352406,0.473934,-0.00309,-0.450778,0.450778,-0.032318,0.474676,-1.35183
39.250821,2.722705,2.750642,0.022484,1.859995,0.018262,-0.000809,0.520627,-0.493671,0.022642,-0.508803,0.508803,0.013135,-0.494092,0.520141
39.339822,2.707137,2.838258,0.020942,1.906331,-0.025675,0.001207,1.10912,0.976059,-0.03242,-0.536082,0.536082,-0.003946,0.977396,1.107576
39.414289,2.691251,2.910988,0.022752,1.988924,0.047009,-0.001208,1.703058,-1.025635,0.02092,-0.554901,0.554901,-0.059109,-1.027689,1.699937
39.4974,2.661939,2.988664,0.018929,2.130467,-0.038233,0.000531,1.755488,0.893487,-0.006046,-0.570565,0.570565,0.061056,0.894418,1.753731
39.579112,2.620622,3.059094,0.022025,2.273912,0.034776,3.7e-05,1.898818,-0.593164,-0.004777,-0.581601,0.581601,-0.070797,-0.593094,1.897692
39.661905,2.566987,3.122098,0.019145,2.43112,-0.014334,-0.000359,1.580218,0.436735,0.013197,-0.586029,0.586029,0.035846,0.436169,1.580213
39.746526,2.500306,3.174184,0.020366,2.56484,0.022623,0.000758,1.257585,-0.315348,-0.010211,-0.588918,0.588918,-0.038659,-0.314394,1.257502
39.837401,2.421179,3.218826,0.018299,2.679124,-0.006034,-0.00017,1.28361,0.213133,0.005721,-0.587884,0.587884,0.013467,0.212915,1.283623
39.934838,2.331761,3.257529,0.018889,2.804194,0.014733,0.000388,2.023106,-0.41379,-0.020909,-0.586466,0.586466,-0.050714,-0.413006,2.023047
40.037967,2.232839,3.286647,0.017367,3.012836,-0.027941,-0.001769,0.62669,0.667048,0.034623,-0.5874,0.5874,0.052132,0.665939,0.627624
40.123129,2.147712,3.287253,0.01972,3.066206,0.028865,0.00118,0.768132,-1.497515,-0.045565,-0.574232,0.574232,-0.067735,-1.496608,0.769578
40.202487,2.068388,3.286852,0.017441,3.127164,-0.089976,-0.002436,0.611775,2.434016,0.047656,-0.565745,0.565745,0.102627,2.432525,0.615228
40.282309,1.988949,3.283716,0.024594,-3.107189,0.104311,0.001368,0.408751,-2.032635,-0.015766,-0.56738,0.56738,-0.058327,-2.032077,0.40931
40.366796,1.905075,3.278625,0.015805,-3.072655,-0.067419,3.6e-05,0.481522,1.372655,-0.002002,-0.572219,0.572219,0.030437,1.372672,0.480379
40.450632,1.821622,3.272952,0.021453,-3.032286,0.047659,-0.000132,0.084066,-0.639218,0.003159,-0.580231,0.580231,-0.000845,-0.639229,0.083886
40.544763,1.728104,3.263212,0.016968,-3.024372,-0.012512,0.000165,0.271896,0.415637,-0.004778,-0.591657,0.591657,-0.001376,0.415682,0.271806
40.644822,1.628465,3.254129,0.01822,-2.997167,0.029077,-0.000313,-0.002211,-0.290646,0.003256,-0.602629,0.602629,0.003321,-0.290646,-0.002301
40.754376,1.519786,3.24069,0.015034,-2.997409,-0.002765,4.4e-05,-0.038808,0.284543,-0.004755,-0.614829,0.614829,-0.004862,0.284541,-0.03882
40.8701,1.404794,3.227695,0.015354,-3.0019,0.030164,-0.000506,-0.053979,-0.149798,0.002521,-0.628076,0.628076,0.004149,-0.149771,-0.05403
40.993538,1.28211,3.21459,0.011631,-3.008563,0.011673,-0.000195,-0.03441,-0.215931,0.002932,-0.638383,0.638383,0.003333,-0.215924,-0.03445
41.1217,1.154596,3.201811,0.010135,-3.012973,-0.016001,0.000181,-0.15822,0.29971,-0.003606,-0.646753,0.646753,-0.006138,0.299681,-0.158254
41.254668,1.022393,3.187727,0.012263,-3.034011,0.023851,-0.000299,0.021028,-0.27028,0.002722,-0.654018,0.654018,0.002221,-0.270286,0.020941
41.38314,0.894396,3.177123,0.009199,-3.031309,-0.010873,5.1e-05,-0.126484,0.34299,-0.002485,-0.660757,0.660757,-0.00386,0.342983,-0.126494
41.50802,0.770158,3.164543,0.010557,-3.047105,0.03196,-0.000259,0.05156,-0.504609,0.003191,-0.667517,0.667517,0.001544,-0.504622,0.051403
41.627926,0.65068,3.155169,0.006725,-3.040922,-0.028546,0.000123,0.022162,0.665833,-0.002611,-0.673827,0.673827,-0.001979,0.665836,0.022071
41.746471,0.532686,3.144278,0.010109,-3.038295,0.050385,-0.000186,0.007901,-1.006296,0.004276,-0.680058,0.680058,0.003878,-1.006298,0.007704
41.858501,0.421312,3.133562,0.004466,-3.03741,-0.062351,0.000293,0.049033,1.081289,-0.006509,-0.68723,0.68723,-0.003454,1.081304,0.048621
41.965962,0.314542,3.123409,0.011163,-3.032141,0.053845,-0.000407,0.24876,-0.667126,0.004199,-0.69584,0.69584,-0.009189,-0.667227,0.248128
42.071704,0.209423,3.113457,0.005471,-3.005836,-0.016699,3.7e-05,-0.049512,0.59396,-0.004236,-0.705894,0.705894,-0.005063,0.593958,-0.049528
42.175594,0.106441,3.099859,0.007206,-3.01098,0.045007,-0.000403,0.142311,-0.47356,0.004041,-0.714542,0.714542,-0.002362,-0.473617,0.141976
42.284185,-0.00135,3.08765,0.002319,-2.995526,-0.006417,3.6e-05,-0.048894,0.312032,-0.003361,-0.725311,0.725311,-0.003674,0.31203,-0.048904
42.394171,-0.110336,3.072863,0.003025,-3.000904,0.027902,-0.000334,0.124316,-0.097822,0.001646,-0.733717,0.733717,-0.001822,-0.097863,0.124235
42.505509,-0.220871,3.059881,-8.2e-05,-2.987063,0.017011,-0.00015,-0.000694,0.007276,-0.000301,-0.744547,0.744547,-0.00029,0.007276,-0.000693
42.616227,-0.330536,3.044768,-0.001966,-2.98714,0.017816,-0.000184,0.086753,0.013287,0.000372,-0.755198,0.755198,-0.001173,0.013271,0.086742
42.727718,-0.441011,3.029882,-0.003953,-2.977468,0.019298,-0.000142,-0.0774,-0.077068,0.0001,-0.76678,0.76678,0.001594,-0.077057,-0.077396
42.838213,-0.550254,3.013432,-0.006086,-2.98602,0.010782,-0.000131,0.114391,-0.098662,0.00119,-0.778282,0.778282,-4.3e-05,-0.098677,0.114372
42.950491,-0.661558,2.99872,-0.007297,-2.973176,-0.000296,3e-06,-0.051691,0.154752,-0.002165,-0.791626,0.791626,-0.00218,0.154752,-0.051692
43.058706,-0.768539,2.982428,-0.007265,-2.97877,0.016451,-0.000232,0.323255,-0.220973,0.0023,-0.802804,0.802804,-0.003018,-0.221048,0.32316
43.163227,-0.872097,2.968375,-0.008985,-2.944983,-0.006646,9e-06,-0.567432,0.193249,-0.004448,-0.816145,0.816145,-0.008219,0.193244,-0.567422
43.268398,-0.975293,2.948101,-0.008286,-3.004661,0.013679,-0.000459,-0.223455,-0.130337,0.004244,-0.829307,0.829307,0.007301,-0.130234,-0.223494
43.410308,-1.116831,2.938032,-0.010223,-3.036371,-0.004817,0.000143,-0.225617,0.128748,-0.003673,-0.830552,0.830552,-0.00476,0.128715,-0.225633
43.549862,-1.256233,2.931538,-0.009552,-3.067857,0.01315,-0.000369,-0.210986,-0.112312,0.003121,-0.82558,0.82558,0.005895,-0.112234,-0.211009
43.688024,-1.39436,2.92904,-0.011365,-3.097007,-0.002367,6.2e-05,-0.24828,-0.023359,0.000631,-0.822633,0.822633,4.3e-05,-0.023374,-0.248277
43.82688,-1.533212,2.930044,-0.011037,-3.131482,-0.005611,0.000149,-0.215317,0.091699,-0.002208,-0.815367,0.815367,-0.003416,0.091667,-0.215327
43.967705,-1.673905,2.936083,-0.010249,3.121381,0.007303,-0.000162,-0.252603,0.010476,-1.1e-05,-0.805185,0.805185,0.001834,0.010516,-0.252595
44.10837,-1.814275,2.945144,-0.011274,3.085849,0.008776,-0.000163,-0.213733,-0.156316,0.002574,-0.792045,0.792045,0.00445,-0.156281,-0.213751
44.253241,-1.958514,2.958597,-0.012543,3.054885,-0.013869,0.00021,0.122231,0.400673,-0.005568,-0.776316,0.776316,-0.003873,0.400698,0.122135
44.360196,-2.064727,2.971085,-0.011062,3.067958,0.028985,-0.000386,0.225974,-0.418199,0.004281,-0.760845,0.760845,-0.002268,-0.418286,0.225717
44.467155,-2.171104,2.981792,-0.014158,3.092128,-0.015745,7.2e-05,0.110927,0.385108,-0.001187,-0.748987,0.748987,0.00056,0.385116,0.110886
44.571781,-2.275537,2.98792,-0.012511,3.103734,0.024547,-5.2e-05,0.258767,-0.261636,0.000378,-0.736586,0.736586,-0.005973,-0.26165,0.258675
44.674824,-2.378458,2.992257,-0.01504,3.130398,-0.002413,-1.3e-05,0.165777,0.488292,0.003647,-0.729093,0.729093,0.004047,0.48829,0.165783
44.779698,-2.483331,2.992282,-0.014787,-3.135402,0.048796,0.000369,-0.25745,-0.672648,-0.000733,-0.726027,0.726027,0.011825,-0.672743,-0.256895
44.889942,-2.593419,2.989934,-0.020163,3.119401,-0.025359,0.000288,0.254945,0.438116,-0.000713,-0.72538,0.72538,0.005752,0.43819,0.254737
45.008646,-2.711965,2.995266,-0.017155,-3.133521,0.026647,0.000204,0.057519,-0.430642,-0.002911,-0.719808,0.719808,-0.004443,-0.43063,0.057586
45.124201,-2.827448,2.992567,-0.020233,-3.126874,-0.023116,-0.000132,-0.083217,0.571604,-0.000524,-0.714083,0.714083,-0.002447,0.571615,-0.083119
45.232249,-2.93543,2.989739,-0.017736,-3.135866,0.038644,-0.000189,0.059182,-0.235884,0.001301,-0.71109,0.71109,-0.000985,-0.235895,0.059093
45.351349,-3.05444,2.990221,-0.022337,-3.128817,0.01055,-3.4e-05,-0.046783,0.121214,-0.000937,-0.705859,0.705859,-0.000443,0.121216,-0.046776
45.469266,-3.172348,2.989477,-0.023581,-3.134334,0.024843,-0.000145,0.005274,-0.182594,0.001118,-0.699097,0.699097,0.000987,-0.182595,0.005246
45.58872,-3.291764,2.989999,-0.026548,-3.133704,0.003032,-1.1e-05,0.282065,0.068234,0.001327,-0.691234,0.691234,0.000472,0.068231,0.282064
45.704167,-3.407211,2.989927,-0.026898,-3.10114,0.010909,0.000142,-0.157342,0.163905,-0.001504,-0.683101,0.683101,0.000213,0.163883,-0.157356
45.806106,-3.508918,2.983148,-0.028009,-3.117179,0.027617,-1.1e-05,-0.09309,-0.316321,0.00022,-0.679183,0.679183,0.002791,-0.31632,-0.093058
45.913986,-3.616726,2.980602,-0.030988,-3.127222,-0.006507,1.3e-05,-0.0025,0.279224,0.000924,-0.675851,0.675851,0.000908,0.279224,-0.002503
46.028938,-3.73167,2.979398,-0.03024,-3.127509,0.02559,0.000119,-0.258146,-0.349378,-0.000595,-0.668784,0.668784,0.00601,-0.349409,-0.25802
46.134471,-3.83714,2.976932,-0.03294,3.128433,-0.011281,5.6e-05,-0.30188,0.553039,-0.004747,-0.662357,0.662357,-0.008152,0.553022,-0.301892
46.237318,-3.939952,2.979307,-0.03178,3.097386,0.045598,-0.000432,-0.161244,-0.697031,0.005154,-0.651858,0.651858,0.012504,-0.696961,-0.161377
46.332102,-4.03445,2.985285,-0.036098,3.082102,-0.02047,5.6e-05,-0.611421,0.679449,-0.005278,-0.639757,0.639757,-0.017793,0.679414,-0.611332
