t,v,delta_cmd,kappa,yaw_rate,ax,lat_error,s_position
1775755390.5948,7.3336,0.004070,0.003221,-0.240269,-3.189483,0.002811,73.6357
1775755390.6187,7.4566,0.012147,-0.047231,-0.278124,-9.934389,0.004922,0.0718
1775755390.6426,7.4722,0.014678,0.005928,-0.162103,-3.948022,0.004922,0.0718
1775755390.6667,7.5036,0.014412,-0.007894,-0.275238,8.146752,0.007418,0.3005
1775755390.6916,7.6639,0.015088,-0.013911,-0.364981,11.128617,0.007787,0.3763
1775755390.7147,7.6659,0.022837,-0.014425,-0.156611,-1.453827,0.007787,0.3763
1775755390.7387,7.7048,0.023609,-0.012692,0.086523,-6.573705,0.006156,0.9220
1775755390.7686,7.6892,0.026824,-0.011779,0.077466,-5.707389,0.006156,0.9220
1775755390.7917,7.6892,0.026678,-0.011779,0.053136,-7.314981,0.000982,1.2747
1775755390.8117,7.6392,0.026578,-0.010328,0.163438,-0.618486,0.007490,1.4482
1775755390.8346,7.5796,0.028220,-0.009222,0.196896,-1.799905,0.007490,1.4482
1775755390.8587,7.5796,0.029073,-0.009222,0.082115,7.638892,0.002337,1.7854
1775755390.8827,7.4264,0.030909,-0.007503,-0.085632,0.087659,-0.000384,1.9519
1775755390.9067,7.3861,0.034011,-0.006804,0.057417,9.092345,-0.006859,2.2215
1775755390.9307,7.1818,0.033760,-0.004148,-0.177180,-0.056793,-0.009621,2.3831
1775755390.9547,7.1050,0.037116,-0.004148,0.181877,4.230994,-0.009621,2.3831
1775755390.9803,7.1050,0.038840,-0.004148,0.050826,-7.222413,-0.013535,2.6422
1775755391.0093,6.8168,0.041786,-0.000997,0.177894,-0.198440,-0.032747,3.0262
1775755391.0317,6.8168,0.043121,-0.000997,0.078198,0.721961,-0.032747,3.0262
1775755391.0507,6.5938,0.047635,0.002669,0.250786,3.490286,-0.036555,3.3875
1775755391.0758,6.5648,0.048095,0.003780,0.223629,-5.724140,-0.034926,3.5438
1775755391.0988,6.5648,0.054424,0.003780,0.251290,-11.715681,-0.034926,3.5438
1775755391.1228,6.3846,0.045241,0.007717,0.220589,-6.269055,-0.009222,3.8455
1775755391.1467,6.4104,0.043907,0.009084,0.054995,1.584594,-0.003420,3.9222
1775755391.1707,6.4104,0.048710,0.009084,0.333663,-4.950338,-0.003420,3.9222
1775755391.1951,6.1926,0.042181,0.014047,0.406638,-1.800518,0.009304,4.2175
1775755391.2187,6.1926,0.048991,0.014047,0.405984,1.711150,0.009304,4.2175
1775755391.2487,5.8550,0.026339,0.022005,0.456454,-7.904247,0.047603,4.5579
1775755391.2717,5.8030,0.027751,0.022005,0.492451,0.894532,0.055976,4.6279
1775755391.2906,5.8030,0.027697,0.022005,0.474986,0.989319,0.055976,4.6279
1775755391.3156,5.3939,0.027859,0.032233,0.646895,0.540232,0.034722,4.9846
1775755391.3387,5.3237,0.021254,0.032233,0.529297,3.070362,0.041116,5.0490
1775755391.3627,5.3237,0.021757,0.032233,0.211802,3.852936,0.041116,5.0490
1775755391.3867,5.0381,0.013418,0.042054,0.450453,-1.959241,0.013803,5.3308
1775755391.4108,5.0381,0.031516,0.042054,0.573496,0.411326,0.013803,5.3308
1775755391.4357,4.7830,0.030546,0.053604,0.136045,-5.390930,0.034244,5.5655
1775755391.4587,4.7412,0.012788,0.053604,0.240611,-1.992846,0.038465,5.6136
1775755391.4828,4.5562,0.013300,0.062825,0.076105,-0.757887,0.053115,5.7710
1775755391.5119,4.3932,0.010443,0.068150,0.272346,-3.706904,0.000131,5.8677
1775755391.5357,4.3932,0.042223,0.068150,0.345393,3.287446,0.000131,5.8677
1775755391.5557,4.1740,0.039908,0.079772,0.131987,-0.975677,0.012479,6.0555
1775755391.5787,4.0554,0.035031,0.086077,0.195570,-2.983874,0.018882,6.1541
1775755391.6026,4.0554,0.044507,0.086077,0.063923,-2.335195,0.018882,6.1541
1775755391.6267,3.7857,0.075664,0.100565,0.285832,-1.113129,-0.006486,6.3577
1775755391.6507,3.7456,0.077196,0.100565,0.087217,-2.128224,-0.005120,6.3955
1775755391.6759,3.5242,0.076261,0.117889,0.111367,-4.652727,0.002894,6.5615
1775755391.6988,3.4554,0.117099,0.117889,0.284135,-3.116997,-0.023929,6.5992
1775755391.7227,3.4554,0.099686,0.117889,0.443265,-0.645616,-0.023929,6.5992
1775755391.7527,3.2085,0.128144,0.138140,0.261958,-3.321637,-0.018957,6.7925
1775755391.7758,3.1602,0.123176,0.138140,0.482212,-2.355742,-0.018392,6.8247
1775755391.7946,3.1602,0.135646,0.138140,0.567408,-0.939569,-0.018392,6.8247
1775755391.8187,2.9006,0.155216,0.162610,0.484124,-4.548329,-0.028992,6.9868
1775755391.8427,2.8700,0.156603,0.162610,0.839049,-0.508310,-0.028184,7.0214
1775755391.8666,2.7454,0.139860,0.177319,0.728280,-1.304540,-0.023903,7.1502
1775755391.8909,2.7454,0.138843,0.177319,0.799291,-2.475340,-0.023903,7.1502
1775755391.9147,2.6274,0.138749,0.210428,0.977025,-2.610720,-0.027461,7.2764
1775755391.9387,2.5991,0.133623,0.210428,0.783929,-4.538149,-0.026112,7.3078
1775755391.9627,2.5194,0.134042,0.228766,1.104966,-1.317338,-0.020511,7.3944
1775755391.9927,2.4902,0.075740,0.228766,0.959272,-2.421427,-0.018529,7.4246
1775755392.0157,2.4574,0.081515,0.251168,0.955921,-3.329428,-0.029193,7.4620
1775755392.0347,2.4574,0.148984,0.251168,0.914063,-4.528863,-0.029193,7.4620
1775755392.0587,2.3216,0.057223,0.273787,0.950493,-0.820677,-0.017154,7.6207
1775755392.0827,2.3058,0.083276,0.273787,0.500874,-0.787014,-0.014372,7.6486
1775755392.1068,2.2309,0.079326,0.328968,0.733896,-4.229931,-0.011003,7.7584
1775755392.1307,2.1917,0.076427,0.328968,0.632938,-1.550774,-0.008995,7.7850
1775755392.1547,2.1543,0.086075,0.328968,0.516005,1.322718,-0.008995,7.7850
1775755392.1788,2.1342,0.084078,0.362387,0.297334,-4.319491,-0.007082,7.8071
1775755392.2028,2.1342,0.082323,0.362387,0.443009,-1.301110,0.001607,7.8842
1775755392.2267,2.0439,0.143927,0.397743,0.303542,-2.715764,-0.003022,7.9395
1775755392.2557,2.0314,0.125675,0.397743,0.397405,0.731980,0.004494,8.0343
1775755392.2748,1.9575,0.128603,0.439070,0.295685,-0.581948,0.008693,8.1021
1775755392.2997,1.9293,0.262250,0.484151,0.513450,-3.080480,0.006998,8.1566
1775755392.3227,1.9293,0.248409,0.484151,0.609400,-0.804040,0.006998,8.1566
1775755392.3467,1.8094,0.244037,0.536433,0.626517,-4.609836,0.008745,8.2628
1775755392.3707,1.8094,0.281148,0.536433,0.958672,-3.203416,0.008745,8.2628
1775755392.3948,1.7676,0.303879,0.536433,1.044702,-5.098183,0.002796,8.3453
1775755392.4197,1.7676,0.269517,0.536433,1.233354,-3.364696,0.002796,8.3453
1775755392.4427,1.6850,0.292767,0.593967,1.372996,-3.031441,0.003892,8.4393
1775755392.4667,1.6850,0.273435,0.593967,1.538765,-3.696706,0.003892,8.4393
1775755392.4958,1.6264,0.273687,0.664094,1.525263,-1.253201,0.006985,8.4767
1775755392.5197,1.6264,0.312276,0.664094,1.491945,-3.190726,0.001392,8.5172
1775755392.5397,1.5913,0.281808,0.742576,1.562968,-3.863179,0.007196,8.5922
1775755392.5627,1.5786,0.406440,0.742576,1.594292,-2.240306,0.009203,8.6275
1775755392.5871,1.5786,0.317436,0.742576,1.678327,-3.211238,0.009203,8.6275
1775755392.6107,1.5713,0.323020,0.835164,1.712668,-3.670854,0.015699,8.7239
1775755392.6347,1.5713,0.327859,0.835164,1.742021,-7.195671,0.015699,8.7239
1775755392.6597,1.5816,0.352672,0.940885,1.895672,-4.001069,0.024786,8.7794
1775755392.6827,1.5731,0.337792,0.940885,1.702749,-3.321714,0.027755,8.8174
1775755392.7067,1.5731,0.337569,0.940885,1.712406,-4.724308,0.027755,8.8174
1775755392.7367,1.5582,0.329585,1.054971,1.772528,-2.842487,0.034324,8.9076
1775755392.7597,1.5582,0.342358,1.054971,1.809667,-3.625301,0.034324,8.9076
1775755392.7787,1.5723,0.342358,1.158232,1.799840,-3.355609,0.046781,8.9817
1775755392.8027,1.5743,0.335236,1.158232,1.757893,-3.896632,0.043729,9.0044
1775755392.8267,1.5779,0.301611,1.248499,1.831866,-3.788678,0.054900,9.0650
1775755392.8507,1.5874,0.304969,1.248499,1.719945,-2.385426,0.056581,9.1035
1775755392.8769,1.5874,0.315293,1.248499,1.875947,-3.754486,0.056581,9.1035
1775755392.8987,1.5995,0.355739,1.297969,1.764423,-0.914906,0.063110,9.2027
1775755392.9228,1.5995,0.388519,1.297969,1.768546,-2.122980,0.063110,9.2027
1775755392.9467,1.6309,0.365814,1.299191,1.714336,-2.715181,0.071850,9.2879
1775755392.9776,1.6479,0.366803,1.299191,1.715395,-4.935574,0.071768,9.3045
1775755393.0011,1.6686,0.314177,1.299191,1.904133,-4.874950,0.072105,9.3245
1775755393.0188,1.6828,0.355805,1.272772,1.934452,0.123838,0.074068,9.4247
1775755393.0427,1.6828,0.389221,1.272772,1.984778,-5.843737,0.074068,9.4247
1775755393.0667,1.7067,0.351156,1.223315,1.880047,-2.523462,0.078085,9.4946
1775755393.0909,1.7144,0.317971,1.223315,2.050788,-2.800959,0.077442,9.5119
1775755393.1147,1.7733,0.353776,1.151742,1.973903,-3.003904,0.080804,9.5997
1775755393.1387,1.8035,0.288270,1.151742,2.008645,-6.170214,0.079823,9.6431
1775755393.1637,1.8035,0.287018,1.151742,2.044646,-2.199771,0.079823,9.6431
1775755393.1867,1.8630,0.320538,1.061425,2.088104,-5.049142,0.076487,9.7293
1775755393.2107,1.8804,0.235962,1.061425,2.060337,-1.718221,0.076452,9.7484
1775755393.2397,1.9539,0.264130,0.968889,1.915150,-4.355445,0.077120,9.8482
1775755393.2587,1.9748,0.264812,0.879606,1.796166,-2.800470,0.080028,9.8747
1775755393.2836,2.0429,0.238244,0.879606,1.939817,-5.309579,0.073654,9.9414
1775755393.3067,2.1098,0.191984,0.799711,1.802053,-2.699649,0.074828,9.9934
1775755393.3308,2.1098,0.153718,0.799711,1.670887,-0.532324,0.074828,9.9934
1775755393.3547,2.2084,0.179319,0.729080,1.674829,-6.221854,0.075406,10.0768
1775755393.3798,2.2360,0.168041,0.729080,1.846449,-4.790622,0.073415,10.1216
1775755393.4037,2.3235,0.155440,0.665956,1.242799,2.141713,0.070439,10.2000
1775755393.4268,2.3567,0.193145,0.613758,1.272669,-5.541617,0.071259,10.2600
1775755393.4507,2.3567,0.172884,0.613758,1.269270,-1.057486,0.071259,10.2600
1775755393.4809,2.5135,0.162967,0.565562,1.154072,-5.029629,0.066468,10.4007
1775755393.5036,2.5135,0.149918,0.565562,1.461597,-2.596344,0.066468,10.4007
1775755393.5237,2.6388,0.166001,0.523770,1.047342,-4.623139,0.060705,10.5234
1775755393.5466,2.6596,0.181202,0.484560,1.550463,-6.768118,0.061126,10.5578
1775755393.5707,2.6596,0.162896,0.484560,1.168721,1.640593,0.061126,10.5578
1775755393.5947,2.8275,0.180083,0.449518,1.266061,-11.694551,0.043317,10.7137
1775755393.6187,2.8275,0.168424,0.449518,1.381368,0.633040,0.043317,10.7137
1775755393.6437,2.9468,0.162675,0.387885,1.127469,-3.742122,0.035102,10.8725
1775755393.6667,2.9650,0.139080,0.387885,1.446643,-5.874901,0.032101,10.9077
1775755393.6907,2.9650,0.156237,0.387885,1.370400,-1.690320,0.032101,10.9077
1775755393.7207,3.1111,0.114680,0.336432,1.561576,-2.868845,0.019188,11.0816
1775755393.7436,3.1375,0.131295,0.336432,1.179756,-7.254142,0.017015,11.1134
1775755393.7637,3.2081,0.118321,0.336432,1.517106,-5.590754,0.017015,11.1134
1775755393.7867,3.2360,0.098121,0.293731,1.296750,-0.823693,0.013080,11.2552
1775755393.8110,3.2360,0.111872,0.293731,1.458907,-3.252278,0.013080,11.2552
1775755393.8347,3.4383,0.106381,0.257775,1.121141,-6.365586,0.000089,11.4767
1775755393.8588,3.4383,0.081698,0.257775,1.200529,-8.123005,0.000089,11.4767
1775755393.8837,3.5685,0.063144,0.242536,0.968246,-8.604816,-0.002259,11.6318
1775755393.9068,3.6157,0.058944,0.227685,0.809199,-3.229610,-0.006051,11.6739
1775755393.9307,3.7282,0.060814,0.214597,0.743647,0.616838,-0.005904,11.7992
1775755393.9607,3.7846,0.047161,0.201913,0.555809,3.800526,-0.004545,11.8744
1775755393.9846,3.9145,0.054233,0.190541,0.719553,3.574269,-0.001544,12.0061
1775755394.0037,3.9997,0.042341,0.179680,0.364920,5.699912,-0.000236,12.0933
1775755394.0267,3.9997,0.044651,0.179680,0.412272,1.929472,-0.000236,12.0933
1775755394.0507,4.1479,0.038992,0.160314,0.667274,-0.298796,0.002195,12.2806
1775755394.0747,4.1876,0.045974,0.160314,0.198712,-5.003513,0.002228,12.3307
1775755394.0988,4.1876,0.046208,0.160314,0.466757,-4.534298,0.002228,12.3307
1775755394.1237,4.4571,0.054810,0.135471,0.445999,-5.298606,-0.009009,12.6217
1775755394.1477,4.4571,0.058464,0.135471,0.191177,-5.893298,-0.009009,12.6217
1775755394.1707,4.5999,0.052888,0.121162,0.226735,0.843523,-0.011707,12.7664
1775755394.1947,4.6144,0.065851,0.121162,0.231563,6.831747,-0.013345,12.8216
1775755394.2246,4.7761,0.066037,0.108543,0.348877,4.079778,-0.014408,13.0164
1775755394.2437,4.8552,0.067613,0.102743,0.179923,6.020644,-0.017499,13.1219
1775755394.2677,4.8552,0.067680,0.102743,0.454100,-4.026348,-0.017499,13.1219
1775755394.2907,5.0065,0.066182,0.091704,0.558341,-10.263478,-0.023488,13.2986
1775755394.3147,5.0684,0.066445,0.086527,0.562658,-1.906215,-0.028490,13.3508
1775755394.3387,5.0684,0.067769,0.086527,0.503081,-3.228776,-0.028490,13.3508
1775755394.3627,5.3125,0.051271,0.072261,0.355056,1.839084,-0.030589,13.4014
1775755394.3878,5.3436,0.046764,0.067936,0.455836,-3.476955,-0.030589,13.4014
1775755394.4111,5.3436,0.047391,0.067936,0.729466,-5.548094,-0.045453,13.8186
1775755394.4347,5.5021,0.036106,0.055776,0.520430,4.468011,-0.053418,13.9387
1775755394.4647,5.5355,0.030414,0.052223,0.528578,-2.069221,-0.059921,14.1899
1775755394.4877,5.7293,0.031428,0.045265,0.528536,-4.613849,-0.066660,14.4471
1775755394.5076,5.7989,0.015448,0.041833,0.507228,-4.618785,-0.067794,14.5163
1775755394.5307,5.7989,0.010618,0.041833,0.450687,-5.238531,-0.067794,14.5163
1775755394.5547,5.9017,0.010569,0.032139,0.324481,-0.165988,-0.068795,14.7862
1775755394.5788,5.9426,-0.010583,0.028966,0.225317,-2.596887,-0.068500,14.8574
1775755394.6027,5.9426,-0.013315,0.028966,0.245965,-1.071286,-0.068500,14.8574
1775755394.6277,5.9333,-0.033075,0.016888,0.187854,-1.688933,-0.061982,15.2760
1775755394.6507,5.9365,-0.038011,0.016888,-0.155638,1.363109,-0.060059,15.3470
1775755394.6769,5.9365,-0.036604,0.016888,-0.181175,-2.299108,-0.060059,15.3470
1775755394.7048,5.8326,-0.046199,0.004678,-0.199490,0.430208,-0.061571,15.6852
1775755394.7277,5.8326,-0.044596,0.004678,-0.350050,-5.363734,-0.061571,15.6852
1775755394.7477,5.6433,-0.043981,-0.005212,-0.386462,1.262321,-0.050990,15.9963
1775755394.7707,5.6433,-0.044389,-0.005212,-0.554655,2.643832,-0.050990,15.9963
1775755394.7953,5.5244,-0.043499,-0.008315,-0.972812,4.751308,-0.046714,16.1193
1775755394.8187,5.4414,-0.030345,-0.012080,-0.673649,-2.955484,-0.050626,16.2482
1775755394.8427,5.1950,-0.030303,-0.023261,-0.614926,-1.876008,-0.042818,16.4926
1775755394.8676,5.0792,-0.024165,-0.027384,-0.656528,0.401362,-0.041210,16.5548
1775755394.8909,5.0792,-0.015226,-0.027384,-0.713916,-1.977276,-0.041210,16.5548
1775755394.9148,4.9019,-0.015673,-0.035696,-0.635865,-2.720439,-0.046823,16.8492
1775755394.9447,4.8676,0.004879,-0.039914,-0.692819,-1.516725,-0.046591,16.8982
1775755394.9687,4.7031,0.004324,-0.044283,-0.582691,-3.317871,-0.046519,17.0517
1775755394.9877,4.6703,0.024984,-0.048718,-0.393739,-1.233314,-0.046797,17.1080
1775755395.0110,4.6703,0.022803,-0.048718,-0.447125,-2.330179,-0.046797,17.1080
1775755395.0347,4.4571,0.038019,-0.063972,-0.151027,-1.857876,-0.062031,17.4189
1775755395.0588,4.4571,0.032440,-0.063972,-0.367904,-2.267261,-0.062031,17.4189
1775755395.0828,4.3014,0.030270,-0.075388,-0.022339,-0.465572,-0.067252,17.5686
1775755395.1078,4.1776,0.029857,-0.088132,0.245024,4.744840,-0.076025,17.7784
1775755395.1327,4.1148,0.018246,-0.094926,-0.152129,4.373454,-0.079033,17.8707
1775755395.1547,4.1148,0.017575,-0.094926,0.213489,1.612774,-0.079033,17.8707
1775755395.1791,3.9338,0.012003,-0.102571,0.008808,1.095561,-0.084506,18.0479
1775755395.2087,3.9394,-0.014157,-0.110373,0.174307,-7.303502,-0.079164,18.1142
1775755395.2317,3.7926,-0.011295,-0.127688,-0.055651,-3.448592,-0.081162,18.2553
1775755395.2517,3.7272,-0.047195,-0.127688,0.087147,-0.365450,-0.080462,18.3456
1775755395.2755,3.7272,-0.047979,-0.127688,-0.074320,0.144675,-0.080462,18.3456
1775755395.2988,3.5964,-0.088877,-0.147360,-0.056954,-3.035411,-0.076413,18.5141
1775755395.3228,3.5964,-0.082986,-0.147360,-0.254000,0.249186,-0.076413,18.5141
1775755395.3468,3.4409,-0.101879,-0.169632,-0.251949,0.622144,-0.068938,18.7119
1775755395.3724,3.4409,-0.126038,-0.169632,-0.378132,-0.170684,-0.068938,18.7119
1775755395.3947,3.3177,-0.121309,-0.182079,-0.362293,4.590729,-0.065122,18.7938
1775755395.4188,3.3002,-0.132318,-0.194813,-0.758035,3.961002,-0.060202,18.8832
1775755395.4487,3.1733,-0.132870,-0.209106,-0.507997,4.642568,-0.049321,19.0326
1775755395.4717,3.1377,-0.187999,-0.223823,-0.820790,4.375061,-0.044075,19.1026
1775755395.4917,3.1377,-0.208544,-0.223823,-0.750417,4.237739,-0.044075,19.1026
1775755395.5147,3.0539,-0.203309,-0.240168,-0.891201,-0.362108,-0.030840,19.2425
1775755395.5387,3.0224,-0.197800,-0.256944,-0.978339,-0.373079,-0.028507,19.2791
1775755395.5627,2.9368,-0.196298,-0.275090,-1.037214,3.793413,-0.017378,19.4148
1775755395.5869,2.9368,-0.240328,-0.275090,-1.089282,1.631066,-0.017378,19.4148
1775755395.6118,2.8760,-0.233053,-0.313905,-1.097719,5.393399,-0.005243,19.5563
1775755395.6347,2.8634,-0.244607,-0.313905,-1.216724,5.725400,-0.002191,19.5902
1775755395.6587,2.8094,-0.233850,-0.334948,-1.289693,3.425445,0.002096,19.6524
1775755395.6888,2.8035,-0.256487,-0.334948,-1.371655,4.034523,0.005257,19.7190
1775755395.7117,2.8035,-0.251952,-0.334948,-1.252235,2.482286,0.005257,19.7190
1775755395.7317,2.7470,-0.261739,-0.380399,-1.278086,6.023621,0.017856,19.8763
1775755395.7547,2.7470,-0.273163,-0.380399,-1.396368,3.757035,0.017856,19.8763
1775755395.7788,2.7042,-0.260397,-0.404085,-1.336393,4.611012,0.021631,19.9945
1775755395.8027,2.7042,-0.259349,-0.404085,-1.405656,4.577965,0.021631,19.9945
1775755395.8267,2.6879,-0.285451,-0.453853,-1.372998,3.254876,0.030278,20.1520
1775755395.8517,2.6885,-0.286859,-0.453853,-1.466432,4.204984,0.029339,20.1826
1775755395.8753,2.6739,-0.284223,-0.453853,-1.352404,5.170124,0.030206,20.2463
1775755395.8988,2.6709,-0.274406,-0.477344,-1.358355,9.283575,0.031647,20.3010
1775755395.9288,2.6708,-0.271681,-0.501988,-1.580534,6.458271,0.029925,20.3843
1775755395.9527,2.6737,-0.256693,-0.501988,-1.551311,2.166104,0.029927,20.4431
1775755395.9723,2.6737,-0.270456,-0.501988,-1.600019,1.092733,0.029927,20.4431
1775755395.9948,2.6847,-0.267194,-0.524752,-1.421258,5.411258,0.027620,20.5317
1775755396.0188,2.6823,-0.222817,-0.547608,-1.631271,4.049236,0.027267,20.5857
1775755396.0428,2.6945,-0.224624,-0.562383,-1.541775,3.984227,0.024724,20.7074
1775755396.0668,2.7018,-0.203902,-0.562383,-1.486045,1.413323,0.024489,20.7397
1775755396.0919,2.7264,-0.188123,-0.574079,-1.555185,1.452933,0.021629,20.7658
1775755396.1157,2.7652,-0.191421,-0.571067,-1.300087,1.810702,0.020649,20.8821
1775755396.1388,2.8097,-0.165050,-0.571067,-1.493573,3.370131,0.019695,20.9431
1775755396.1628,2.8295,-0.167556,-0.571067,-1.135446,-0.779823,0.019695,20.9431
1775755396.1928,2.8603,-0.138507,-0.543600,-1.071618,2.188483,0.014617,21.0759
1775755396.2157,2.8816,-0.145473,-0.517249,-1.221572,2.954225,0.023841,21.1636
1775755396.2357,2.8972,-0.154199,-0.517249,-0.859177,1.857503,0.025206,21.2330
1775755396.2587,2.8972,-0.139066,-0.517249,-1.172338,3.413953,0.025206,21.2330
1775755396.2829,2.8424,-0.111120,-0.418984,-1.006356,-1.824675,0.024688,21.3576
1775755396.3068,2.8424,-0.118884,-0.418984,-0.822024,3.280496,0.024688,21.3576
1775755396.3308,2.7698,-0.065474,-0.345127,-0.944712,1.054842,0.025254,21.5021
1775755396.3557,2.7698,-0.060126,-0.345127,-0.747622,0.490273,0.025254,21.5021
1775755396.3789,2.6913,-0.064242,-0.269220,-0.740743,0.042303,0.027129,21.5937
1775755396.4030,2.5785,-0.010990,-0.173383,-0.458264,-2.285089,0.024003,21.6839
1775755396.4327,2.5510,0.066811,-0.173383,-0.153025,1.713735,0.025017,21.7452
1775755396.4557,2.4917,0.103337,-0.077016,-0.180321,2.952394,0.025568,21.8006
1775755396.4794,2.4537,0.156859,0.033287,0.046548,-1.454837,0.026226,21.8554
1775755396.4986,2.4394,0.159105,0.033287,0.215247,0.065006,0.026433,21.9130
1775755396.5226,2.4394,0.153529,0.033287,0.454522,-3.778893,0.026433,21.9130
1775755396.5466,2.3628,0.193898,0.143664,0.601290,-3.015074,0.027111,22.0483
1775755396.5739,2.3520,0.265172,0.264782,0.834847,-5.363010,0.027933,22.1013
1775755396.5956,2.3232,0.213313,0.385425,1.100613,-2.515186,0.028361,22.1604
1775755396.6187,2.3145,0.250060,0.385425,1.242365,-1.876204,0.027577,22.1884
1775755396.6426,2.2941,0.372525,0.503630,1.251243,-4.939441,0.029703,22.2643
1775755396.6726,2.2747,0.309237,0.503630,1.617371,-3.424304,0.028621,22.3147
1775755396.6967,2.2577,0.300843,0.612584,1.497013,-10.467596,0.031517,22.3670
1775755396.7156,2.2256,0.325710,0.612584,1.721754,-6.891082,0.034974,22.4405
1775755396.7386,2.2221,0.298066,0.712102,1.785440,-5.476462,0.038483,22.4966
1775755396.7626,2.2193,0.291970,0.712102,1.961433,-4.574520,0.039297,22.5459
1775755396.7866,2.2254,0.285689,0.773469,1.791537,-5.693776,0.039666,22.6031
1775755396.8106,2.2359,0.252766,0.773469,2.057648,-2.916749,0.041395,22.6524
1775755396.8356,2.2294,0.268269,0.814290,1.822754,-3.503192,0.045034,22.7052
1775755396.8596,2.2754,0.251105,0.836487,1.858291,-5.569497,0.049853,22.7634
1775755396.8833,2.2888,0.262274,0.836487,1.912150,-1.546860,0.049797,22.8138
1775755396.9124,2.2962,0.279959,0.826565,1.776044,-2.103861,0.048410,22.8838
1775755396.9363,2.3343,0.237035,0.826565,1.828122,-8.626881,0.048333,22.9354
1775755396.9553,2.3544,0.263328,0.814439,1.667938,-6.120381,0.051723,22.9864
1775755396.9792,2.3912,0.234042,0.814439,1.829046,-6.042055,0.051603,23.0436
1775755397.0023,2.4152,0.232213,0.781381,1.680176,-2.819160,0.057508,23.0993
1775755397.0264,2.4581,0.243862,0.750395,1.668513,-2.737731,0.061044,23.1621
1775755397.0504,2.5003,0.207092,0.750395,1.596144,-6.560894,0.059228,23.2471
1775755397.0760,2.5240,0.211810,0.709063,1.810296,-2.797007,0.060317,23.3070
1775755397.0994,2.5361,0.182025,0.709063,1.554656,-3.718994,0.059962,23.3320
1775755397.1238,2.6103,0.190216,0.671124,1.906533,-5.577254,0.060052,23.4240
1775755397.1473,2.6537,0.184733,0.628531,1.467251,-3.509155,0.059054,23.5129
1775755397.1764,2.6964,0.154627,0.628531,1.458266,-9.696400,0.057883,23.5450
1775755397.2005,2.7262,0.157692,0.588404,1.598786,-6.768884,0.055076,23.6304
1775755397.2193,2.8191,0.150061,0.548012,1.286295,-3.062152,0.054503,23.7001
1775755397.2425,2.8330,0.163075,0.508660,1.554499,-6.937994,0.054551,23.7596
1775755397.2663,2.8699,0.136188,0.508660,1.272276,-0.195119,0.052237,23.7939
1775755397.2904,2.9216,0.161854,0.471018,1.322553,-10.149466,0.050912,23.8760
1775755397.3154,2.9472,0.124668,0.471018,1.276767,-0.997300,0.046985,23.9406
1775755397.3393,3.0706,0.129312,0.434190,1.273108,-6.815935,0.043135,24.0452
1775755397.3634,3.0791,0.108221,0.399708,1.176639,-6.121697,0.042481,24.0837
1775755397.3871,3.2134,0.089456,0.366247,1.276620,-12.068655,0.042920,24.1797
1775755397.4168,3.2529,0.082550,0.335164,1.104619,-5.753811,0.040858,24.2583
1775755397.4398,3.3229,0.072023,0.335164,1.101477,-5.658707,0.036690,24.3311
1775755397.4598,3.4167,0.058504,0.305101,0.930844,-4.797330,0.034357,24.4132
1775755397.4829,3.5146,0.054445,0.277237,0.905646,-13.974245,0.031610,24.4909
1775755397.5069,3.5146,0.051031,0.277237,0.697575,1.535311,0.031610,24.4909
1775755397.5308,3.7082,0.029369,0.250315,0.829370,-8.384170,0.040520,24.6503
1775755397.5548,3.7455,0.023053,0.225122,0.633066,0.550344,0.039958,24.6959
1775755397.5793,3.8848,0.025791,0.177703,0.277996,-2.762046,0.034691,24.8661
1775755397.6028,3.8884,0.010338,0.177703,0.454902,-0.489919,0.023427,24.8968
1775755397.6268,3.8884,0.011816,0.177703,0.273219,1.440063,0.023427,24.8968
1775755397.6569,3.9433,0.013733,0.134102,0.302533,-0.762615,0.013146,25.1247
1775755397.6800,3.9279,0.003093,0.113356,0.134916,1.643730,0.011483,25.1646
1775755397.6998,3.9279,0.007290,0.113356,0.019594,-2.559618,0.011483,25.1646
1775755397.7228,3.8870,-0.001960,0.073432,0.101804,2.879414,0.006947,25.3981
1775755397.7468,3.8870,0.000558,0.073432,-0.235931,-1.132579,0.006947,25.3981
1775755397.7708,3.7949,0.006646,0.034180,-0.019518,1.489392,-0.004076,25.5742
1775755397.7949,3.7949,0.011707,0.034180,-0.211254,-3.761812,-0.004076,25.5742
1775755397.8199,3.7657,0.009525,0.034180,0.017294,1.374073,-0.003458,25.6191
1775755397.8428,3.4956,0.010891,-0.005872,-0.320042,1.493505,-0.016916,25.8284
1775755397.8668,3.3981,0.050729,-0.026736,-0.149936,-1.964098,-0.021847,25.9048
1775755397.8973,3.3981,0.037284,-0.026736,-0.156653,-0.213184,-0.021847,25.9048
1775755397.9208,3.2349,0.071745,-0.070775,0.178818,2.893977,-0.033171,26.1014
1775755397.9398,3.1817,0.068171,-0.070775,0.063750,1.996315,-0.034863,26.1333
1775755397.9638,2.9912,0.068973,-0.094315,0.032597,1.008950,-0.040586,26.2443
1775755397.9869,2.9912,0.099184,-0.094315,0.175267,-0.320035,-0.040586,26.2443
1775755398.0108,2.8000,0.043009,-0.145946,0.131017,-2.763754,-0.042324,26.3814
1775755398.0348,2.7719,-0.000210,-0.145946,0.475442,-0.188912,-0.042558,26.4150
