%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1774712714991244554,8921,1774712714991244554,map,129,12.941010633106137,2.706168622523819e-16,0.008993252279314742,0.0,0.0,0.4267792132431997,0.9043558498420384,5.501202766673289,0.09141744586797218,0.00010496295478806484,0.0,0.0,0.0
1774712715011248826,8922,1774712715011248826,map,131,13.051062559179476,-0.0015940772715722605,0.008996134511573375,0.0,0.0,0.4117331725546813,0.9113044467235178,5.5346575235371755,0.2693592845577948,0.0001913521275739104,0.0,0.0,0.0
1774712715031233549,8923,1774712715031233549,map,132,13.161881786641658,-0.0012222923585435697,0.009000598660645882,0.0,0.0,0.3968338694319333,0.9178904510188999,5.577468810824898,0.2665697434796126,0.00025065325252972807,0.0,0.0,0.0
1774712715051187992,8924,1774712715051187992,map,133,13.273554050333065,-0.000835371807802604,0.009006005159086306,0.0,0.0,0.38209525872056405,0.9241229427209701,5.6205297904706555,0.2634444144773447,0.00028279086311292905,0.0,0.0,0.0
1774712715071245193,8925,1774712715071245193,map,134,13.38608343513686,-0.0004369153887565525,0.009012015231241339,0.0,0.0,0.3675403425009631,0.9300075788047508,5.666812037471809,0.26028179327606216,0.0003085124743554982,0.0,0.0,0.0
1774712715091246366,8926,1774712715091246366,map,135,13.49953478220261,-2.655947304043549e-05,0.009018489136501596,0.0,0.0,0.3531869453137441,0.9355527679719334,5.713103132591926,0.2568129507853061,0.00032849213660641986,0.0,0.0,0.0
1774712715111248731,8927,1774712715111248731,map,136,13.61391350192632,1.0321604682062002e-16,0.009024914140889743,0.0,0.0,0.32515505300520614,0.9456607169091786,5.816171102549046,0.08409068304378575,0.000299080176190996,0.0,0.0,0.0
1774712715131248950,8928,1774712715131248950,map,137,13.730250935671524,2.2724877535296173e-16,0.009030538984506382,0.0,0.0,0.3115049604121357,0.9502445262345023,5.8672556151376964,0.0828080289131492,0.0002313655795081471,0.0,0.0,0.0
1774712715151330471,8929,1774712715151330471,map,138,13.847609271822172,4.475586568020162e-16,0.00903428471221822,0.0,0.0,0.29811763170836547,0.9545291392433211,5.918681106339702,0.0815392163465134,0.00012270973334571684,0.0,0.0,0.0
1774712715171261548,8930,1774712715171261548,map,140,13.96599763903682,-0.0009099379957280378,0.009035412438997763,0.0,0.0,0.28499557503648026,0.9585288322265668,5.967337543487313,0.23788340859511914,2.944787575402553e-06,0.0,0.0,0.0
1774712715191242694,8931,1774712715191242694,map,141,14.085434252866278,-0.00038625116743438905,0.009033850715804497,0.0,0.0,0.27215030334732504,0.9622547544117197,6.020830454738923,0.23384511390381935,-0.00011191340930426391,0.0,0.0,0.0
1774712715211249351,8932,1774712715211249351,map,142,14.20593860219727,-5.143455106271233e-16,0.009029778496551894,0.0,0.0,0.2473073732297251,0.9689370790439457,6.133816152209104,0.07611100408128557,-0.0002987175361102311,0.0,0.0,0.0
1774712715231240749,8933,1774712715231240749,map,143,14.32862622143458,-3.469446951953614e-17,0.009023550239047919,0.0,0.0,0.2353205328708801,0.9719178189586634,6.189061366951202,0.07473331726258348,-0.00035707135056387517,0.0,0.0,0.0
1774712715251202106,8934,1774712715251202106,map,145,14.452423134222352,-0.0011075920043354184,0.009016227179831844,0.0,0.0,0.22362174872815851,0.9746760043705602,6.241383699998735,0.21729726224940737,-0.00038204142131739185,0.0,0.0,0.0
1774712715271283864,8935,1774712715271283864,map,146,14.577321562530749,-0.0005182513066898584,0.009008777276953836,0.0,0.0,0.21221024718267667,0.9772240331626455,6.297453603405794,0.21299760720750882,-0.00036976234870795524,0.0,0.0,0.0
1774712715291246175,8936,1774712715291246175,map,147,14.703338719012665,2.6129272356900657e-16,0.009002338685246683,0.0,0.0,0.19027389851443718,0.9817310444027517,6.413110848710402,0.06907525518125723,-0.00023375398687270108,0.0,0.0,0.0
1774712715311253070,8937,1774712715311253070,map,148,14.831610144367934,3.642919299551295e-17,0.00899811426597028,0.0,0.0,0.17974026497308954,0.9837141033590011,6.469469032913954,0.06768165446244545,-0.0001421238311634955,0.0,0.0,0.0
1774712715331246137,8938,1774712715331246137,map,150,14.961010235984718,-0.0007858226576864177,0.008996119631724269,0.0,0.0,0.1694899101893086,0.9855319225393058,6.523165141901762,0.196189004948933,-5.1943096391029e-05,0.0,0.0,0.0
1774712715351245164,8939,1774712715351245164,map,151,15.091528105593008,-0.00017288091489657932,0.008996065136239823,0.0,0.0,0.1595217370800756,0.9871944162113941,6.579455497348989,0.19199449271609992,1.8769887120988013e-05,0.0,0.0,0.0
