right_bound_x,right_bound_y,right_bound_z,left_bound_x,left_bound_y,left_bound_z,center_x,center_y,center_z
3.418638,-2.066324,0.180176,3.831297,-3.367191,0.180176,3.624694,-2.715895,0.180176
3.380260,-2.078262,0.176870,3.790550,-3.383664,0.176870,3.584933,-2.729461,0.176870
3.341899,-2.091649,0.177241,3.752263,-3.397313,0.177241,3.546315,-2.742043,0.177241
3.302642,-2.104112,0.174174,3.718974,-3.408386,0.174174,3.510262,-2.754537,0.174174
3.266572,-2.118741,0.177119,3.670716,-3.424711,0.177119,3.467686,-2.768631,0.177119
3.225730,-2.133146,0.173628,3.621919,-3.441070,0.173628,3.422661,-2.783265,0.173628
3.197658,-2.144423,0.170074,3.578968,-3.457481,0.170074,3.386497,-2.794700,0.170074
3.152970,-2.157307,0.173528,3.535828,-3.472590,0.173528,3.342428,-2.808179,0.173528
3.119439,-2.168897,0.170403,3.504123,-3.482521,0.170403,3.309679,-2.818530,0.170403
3.081204,-2.180670,0.166536,3.470953,-3.491367,0.166536,3.274218,-2.829761,0.166536
3.046686,-2.195532,0.171295,3.431924,-3.502925,0.171295,3.237056,-2.841596,0.171295
3.019140,-2.204734,0.163850,3.403277,-3.511629,0.163850,3.208977,-2.850588,0.163850
2.980601,-2.218339,0.168131,3.357684,-3.523091,0.168131,3.167095,-2.863630,0.168131
2.947174,-2.230830,0.164359,3.320859,-3.536507,0.164359,3.131420,-2.874596,0.164359
2.925164,-2.239446,0.160231,3.286819,-3.542476,0.160231,3.103838,-2.883204,0.160231
2.888911,-2.251404,0.165779,3.250251,-3.553283,0.165779,3.067260,-2.893983,0.165779
2.861590,-2.261981,0.162001,3.216332,-3.560335,0.162001,3.036808,-2.903279,0.162001
2.827546,-2.272686,0.158647,3.181342,-3.567750,0.158647,3.002535,-2.913229,0.158647
2.792624,-2.287345,0.164034,3.142043,-3.576305,0.164034,2.965292,-2.924296,0.164034
2.758410,-2.297091,0.160292,3.107928,-3.586537,0.160292,2.931089,-2.934142,0.160292
2.719964,-2.310969,0.161202,3.069364,-3.596833,0.161202,2.892394,-2.945546,0.161202
2.680647,-2.324099,0.157849,3.037712,-3.604829,0.157849,2.856781,-2.955862,0.157849
2.638561,-2.340333,0.159190,3.004724,-3.613869,0.159190,2.818894,-2.967542,0.159190
2.585911,-2.356371,0.155672,2.955171,-3.630188,0.155672,2.767569,-2.983026,0.155672
2.544116,-2.371342,0.155235,2.918234,-3.641465,0.155235,2.727941,-2.995425,0.155235
2.501425,-2.387680,0.152014,2.877637,-3.652969,0.152014,2.686030,-3.008551,0.152014
2.457508,-2.400254,0.153901,2.832208,-3.668723,0.153901,2.641371,-3.022685,0.153901
2.419991,-2.408366,0.150042,2.793327,-3.684477,0.150042,2.603177,-3.034520,0.150042
