s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
11.186964,-9.652642,-7.529376,0.129014,-4.751722,-0.000059,0.000000,-0.752547,-0.000102,0.000001,-0.648175,0.654565,-0.000044,-0.000102,-0.752547
11.386731,-9.629432,-7.331167,0.129026,-4.908255,-0.000060,0.000000,-0.814612,0.000099,-0.000001,-0.650092,0.656260,-0.000049,0.000099,-0.814612
11.586499,-9.574947,-7.139197,0.129035,-5.068941,-0.000026,0.000000,-0.794121,0.000241,-0.000001,-0.653810,0.658635,-0.000021,0.000241,-0.794121
11.786266,-9.491134,-6.958072,0.129036,-5.220134,0.000021,-0.000000,-0.719571,0.000226,-0.000001,-0.657472,0.660659,0.000014,0.000226,-0.719571
11.986033,-9.382268,-6.790757,0.129028,-5.355562,0.000054,-0.000000,-0.636288,0.000105,-0.000000,-0.658815,0.657997,0.000034,0.000106,-0.636288
12.185800,-9.253032,-6.638580,0.129016,-5.474645,0.000064,-0.000000,-0.555925,-0.000012,-0.000001,-0.661267,0.650961,0.000034,-0.000012,-0.555925
12.385567,-9.107666,-6.501687,0.129004,-5.578572,0.000054,-0.000000,-0.484558,-0.000088,0.000001,-0.667086,0.648465,0.000027,-0.000088,-0.484558
12.585335,-8.949735,-6.379466,0.128995,-5.668180,0.000031,-0.000000,-0.412562,-0.000139,0.000003,-0.669902,0.644533,0.000016,-0.000139,-0.412562
12.785102,-8.782258,-6.270656,0.128992,-5.743488,0.000001,0.000000,-0.341393,-0.000156,-0.000001,-0.669637,0.647223,-0.000000,-0.000156,-0.341393
12.984869,-8.607703,-6.173575,0.128994,-5.805795,-0.000027,-0.000000,-0.282405,-0.000132,-0.000003,-0.666788,0.652333,-0.000011,-0.000131,-0.282405
13.184636,-8.427979,-6.086409,0.129002,-5.855028,-0.000049,-0.000000,-0.210505,-0.000087,0.000000,-0.662806,0.656931,-0.000010,-0.000087,-0.210505
13.384403,-8.244699,-6.006968,0.129013,-5.891479,-0.000060,-0.000000,-0.154422,-0.000025,0.000001,-0.660460,0.662554,-0.000009,-0.000025,-0.154422
13.584171,-8.058977,-5.933403,0.129025,-5.919749,-0.000055,-0.000000,-0.128612,0.000081,-0.000000,-0.663187,0.666521,-0.000007,0.000081,-0.128612
13.783938,-7.871375,-5.864772,0.129034,-5.945079,-0.000026,-0.000000,-0.124984,0.000202,0.000003,-0.666108,0.671132,-0.000000,0.000202,-0.124984
13.983705,-7.682050,-5.801049,0.129035,-5.972902,0.000016,0.000000,-0.153570,0.000222,-0.000000,-0.669142,0.676492,0.000002,0.000222,-0.153570
14.183472,-7.490911,-5.743002,0.129028,-6.003894,0.000051,0.000000,-0.156712,0.000125,-0.000000,-0.673047,0.679727,0.000008,0.000125,-0.156712
14.383240,-7.298084,-5.690832,0.129016,-6.033447,0.000063,0.000000,-0.139159,-0.000002,0.000000,-0.677350,0.677568,0.000009,-0.000002,-0.139159
14.583007,-7.103880,-5.644041,0.129004,-6.059457,0.000051,0.000000,-0.121243,-0.000118,-0.000000,-0.675124,0.679201,0.000006,-0.000118,-0.121243
14.782774,-6.908578,-5.602060,0.128997,-6.083345,0.000022,0.000000,-0.117922,-0.000171,-0.000001,-0.676231,0.676738,0.000002,-0.000171,-0.117922
14.982541,-6.712305,-5.564891,0.128996,-6.109610,-0.000008,0.000000,-0.145026,-0.000133,0.000000,-0.677497,0.673855,-0.000001,-0.000133,-0.145026
15.182308,-6.515040,-5.533423,0.128999,-6.141284,-0.000025,-0.000000,-0.172090,-0.000030,-0.000000,-0.676178,0.673821,-0.000005,-0.000030,-0.172090
15.382076,-6.316830,-5.508611,0.129004,-6.176196,-0.000020,-0.000000,-0.177429,0.000075,-0.000000,-0.676849,0.674419,-0.000004,0.000075,-0.177429
15.581843,-6.117883,-5.490628,0.129006,-6.209007,-0.000002,-0.000000,-0.151064,0.000109,0.000001,-0.678000,0.673770,0.000000,0.000109,-0.151064
15.781610,-5.918492,-5.478464,0.129005,-6.233658,0.000015,0.000000,-0.095737,0.000062,0.000000,-0.677585,0.671525,0.000002,0.000062,-0.095737
15.981377,-5.718900,-5.470138,0.129001,-6.247606,0.000019,0.000000,-0.043910,-0.000026,0.000000,-0.675647,0.667758,0.000001,-0.000026,-0.043910
16.181144,-5.519237,-5.463686,0.128998,-6.253047,0.000006,0.000000,-0.010555,-0.000101,-0.000000,-0.674838,0.665746,-0.000000,-0.000101,-0.010555
16.380912,-5.319556,-5.457812,0.128999,-6.254190,-0.000015,0.000000,-0.000891,-0.000108,-0.000001,-0.668543,0.663888,-0.000001,-0.000108,-0.000891
16.580679,-5.119871,-5.452073,0.129004,-6.254884,-0.000029,-0.000000,-0.006059,-0.000037,-0.000001,-0.663635,0.663681,-0.000001,-0.000037,-0.006059
16.780446,-4.920181,-5.446513,0.129009,-6.255680,-0.000025,-0.000000,-0.001909,0.000076,0.000001,-0.660042,0.662877,0.000001,0.000076,-0.001909
16.980213,-4.720490,-5.440996,0.129013,-6.255144,-0.000003,0.000000,0.007274,0.000143,0.000001,-0.657408,0.660907,0.000001,0.000143,0.007274
17.179981,-4.520808,-5.435184,0.129011,-6.252697,0.000022,0.000000,0.017225,0.000110,-0.000000,-0.656819,0.661586,-0.000001,0.000110,0.017225
17.379748,-4.321145,-5.428723,0.129005,-6.248845,0.000036,0.000000,0.021340,0.000036,0.000000,-0.654667,0.661711,-0.000001,0.000036,0.021340
