,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,laptime
194,38.746143,7.808983,-0.495923,0.031495,2.616194,9.884806,-1.995510,0.156837,15.510823
195,38.945865,7.880060,-0.488816,0.034547,2.561407,9.889112,-2.468229,0.129555,15.510823
196,39.145587,7.948587,-0.481036,0.038153,2.494498,9.892624,-2.921887,0.106798,15.510823
197,39.345310,8.014217,-0.472402,0.043108,2.416401,9.895478,-3.354824,0.087385,15.510823
198,39.545032,8.076702,-0.462585,0.049909,2.328034,9.897780,-3.760951,0.070157,15.510823
199,39.744755,8.135936,-0.451211,0.058334,2.230289,9.899603,-4.138739,0.054186,15.510823
200,39.944477,8.191840,-0.437990,0.068132,2.124016,9.900995,-4.488808,0.038604,15.510823
201,40.144199,8.244326,-0.422649,0.079238,2.010037,9.901975,-4.813464,0.022557,15.510823
202,40.343922,8.293292,-0.404932,0.091925,1.889143,9.902542,-5.121961,0.005206,15.510823
203,40.543644,8.338570,-0.384466,0.107516,1.762109,9.902671,-5.407272,-0.014345,15.510823
204,40.743366,8.380102,-0.360593,0.126890,1.629687,9.902319,-5.648792,-0.036831,15.510823
205,40.943089,8.417990,-0.332578,0.149218,1.492594,9.901425,-5.843112,-0.062875,15.510823
206,41.142811,8.452326,-0.299889,0.173442,1.351511,9.899907,-5.982933,-0.092977,15.510823
207,41.342534,8.483207,-0.262161,0.197463,1.207086,9.897663,-6.066851,-0.127613,15.510823
208,41.542256,8.510699,-0.219593,0.217695,1.059947,9.894568,-6.139089,-0.168290,15.510823
209,41.741978,8.534651,-0.173103,0.234852,0.910715,9.890477,-6.210093,-0.216267,15.510823
210,41.941701,8.554922,-0.123079,0.252794,0.760015,9.885229,-6.250196,-0.271510,15.510823
211,42.141423,8.571513,-0.069188,0.272532,0.608464,9.878646,-6.250196,-0.334220,15.510823
212,42.341146,8.584448,-0.011266,0.289900,0.456667,9.870528,-6.252511,-0.407310,15.510823
213,42.540868,8.593675,0.048911,0.293344,0.305219,9.860663,-6.350272,-0.498759,15.510823
214,42.740590,8.599125,0.106046,0.269444,0.154699,9.848841,-6.570020,-0.614704,15.510823
215,42.940313,8.600944,0.153430,0.216469,0.005603,9.834891,-6.751559,-0.743773,15.510823
