right_bound_x,right_bound_y,right_bound_z,left_bound_x,left_bound_y,left_bound_z,center_x,center_y,center_z
-1.256483,7.727618,0.128989,-1.313276,9.071178,0.128989,-1.297565,8.527461,0.128989
-1.012214,7.736229,0.129033,-1.070992,9.078015,0.129033,-1.047091,8.518456,0.129033
-0.764988,7.737078,0.129012,-0.814707,9.085487,0.129012,-0.796099,8.508513,0.129012
-0.532226,7.741196,0.128990,-0.572292,9.082206,0.128990,-0.545542,8.498797,0.128990
-0.299429,7.743113,0.128993,-0.315540,9.087344,0.128993,-0.295207,8.488823,0.128993
-0.047174,7.746217,0.128999,-0.065387,9.090899,0.128999,-0.044857,8.478885,0.128999
0.206338,7.748670,0.128982,0.193094,9.102997,0.128982,0.205026,8.468126,0.128982
0.453301,7.751881,0.128997,0.446656,9.104352,0.128997,0.454961,8.440862,0.128997
0.647755,7.746944,0.129025,0.771974,9.085846,0.129025,0.698454,8.380135,0.129025
0.806713,7.719193,0.128991,1.111989,9.025127,0.128991,0.933884,8.294799,0.128991
0.972398,7.667156,0.129006,1.458881,8.934000,0.129006,1.168281,8.205408,0.129006
1.143249,7.595233,0.128989,1.741540,8.815121,0.128989,1.403990,8.119545,0.128989
1.331060,7.498664,0.128987,1.999543,8.687598,0.128987,1.630564,8.011035,0.128987
1.504927,7.385105,0.128989,2.284853,8.501908,0.128989,1.841228,7.876395,0.128989
1.658597,7.263293,0.128995,2.536680,8.305183,0.128995,2.039243,7.706619,0.128995
